NB_NODES 		 500
NB_ARCS  		 249500
LIST_OF_ARCS 	 COSTS 
1 	 0 	 0 
0 	 1 	 5 
2 	 0 	 2 
0 	 2 	 67 
2 	 1 	 13 
1 	 2 	 75 
3 	 0 	 19 
0 	 3 	 43 
3 	 1 	 22 
1 	 3 	 48 
3 	 2 	 3 
2 	 3 	 15 
4 	 0 	 33 
0 	 4 	 27 
4 	 1 	 21 
1 	 4 	 23 
4 	 2 	 18 
2 	 4 	 6 
4 	 3 	 3 
3 	 4 	 54 
5 	 0 	 17 
0 	 5 	 49 
5 	 1 	 36 
1 	 5 	 44 
5 	 2 	 39 
2 	 5 	 21 
5 	 3 	 37 
3 	 5 	 23 
5 	 4 	 16 
4 	 5 	 61 
6 	 0 	 14 
0 	 6 	 9 
6 	 1 	 5 
1 	 6 	 38 
6 	 2 	 45 
2 	 6 	 63 
6 	 3 	 3 
3 	 6 	 5 
6 	 4 	 47 
4 	 6 	 93 
6 	 5 	 49 
5 	 6 	 86 
7 	 0 	 39 
0 	 7 	 2 
7 	 1 	 10 
1 	 7 	 58 
7 	 2 	 2 
2 	 7 	 7 
7 	 3 	 9 
3 	 7 	 49 
7 	 4 	 6 
4 	 7 	 83 
7 	 5 	 46 
5 	 7 	 20 
7 	 6 	 44 
6 	 7 	 33 
8 	 0 	 45 
0 	 8 	 18 
8 	 1 	 13 
1 	 8 	 48 
8 	 2 	 12 
2 	 8 	 3 
8 	 3 	 6 
3 	 8 	 55 
8 	 4 	 45 
4 	 8 	 96 
8 	 5 	 6 
5 	 8 	 73 
8 	 6 	 29 
6 	 8 	 59 
8 	 7 	 0 
7 	 8 	 7 
9 	 0 	 11 
0 	 9 	 31 
9 	 1 	 12 
1 	 9 	 72 
9 	 2 	 26 
2 	 9 	 40 
9 	 3 	 4 
3 	 9 	 16 
9 	 4 	 31 
4 	 9 	 0 
9 	 5 	 6 
5 	 9 	 51 
9 	 6 	 48 
6 	 9 	 3 
9 	 7 	 45 
7 	 9 	 81 
9 	 8 	 50 
8 	 9 	 10 
10 	 0 	 44 
0 	 10 	 45 
10 	 1 	 41 
1 	 10 	 10 
10 	 2 	 37 
2 	 10 	 77 
10 	 3 	 15 
3 	 10 	 73 
10 	 4 	 7 
4 	 10 	 32 
10 	 5 	 15 
5 	 10 	 75 
10 	 6 	 15 
6 	 10 	 43 
10 	 7 	 11 
7 	 10 	 57 
10 	 8 	 21 
8 	 10 	 26 
10 	 9 	 14 
9 	 10 	 99 
11 	 0 	 32 
0 	 11 	 99 
11 	 1 	 22 
1 	 11 	 12 
11 	 2 	 50 
2 	 11 	 74 
11 	 3 	 14 
3 	 11 	 70 
11 	 4 	 36 
4 	 11 	 4 
11 	 5 	 37 
5 	 11 	 19 
11 	 6 	 1 
6 	 11 	 31 
11 	 7 	 10 
7 	 11 	 68 
11 	 8 	 25 
8 	 11 	 92 
11 	 9 	 22 
9 	 11 	 54 
11 	 10 	 4 
10 	 11 	 21 
12 	 0 	 10 
0 	 12 	 45 
12 	 1 	 4 
1 	 12 	 10 
12 	 2 	 50 
2 	 12 	 18 
12 	 3 	 35 
3 	 12 	 77 
12 	 4 	 36 
4 	 12 	 64 
12 	 5 	 22 
5 	 12 	 18 
12 	 6 	 44 
6 	 12 	 27 
12 	 7 	 6 
7 	 12 	 52 
12 	 8 	 0 
8 	 12 	 91 
12 	 9 	 36 
9 	 12 	 69 
12 	 10 	 0 
10 	 12 	 60 
12 	 11 	 28 
11 	 12 	 3 
13 	 0 	 0 
0 	 13 	 21 
13 	 1 	 49 
1 	 13 	 42 
13 	 2 	 50 
2 	 13 	 81 
13 	 3 	 5 
3 	 13 	 63 
13 	 4 	 11 
4 	 13 	 21 
13 	 5 	 21 
5 	 13 	 13 
13 	 6 	 29 
6 	 13 	 28 
13 	 7 	 2 
7 	 13 	 8 
13 	 8 	 37 
8 	 13 	 30 
13 	 9 	 28 
9 	 13 	 93 
13 	 10 	 1 
10 	 13 	 8 
13 	 11 	 13 
11 	 13 	 64 
13 	 12 	 40 
12 	 13 	 62 
14 	 0 	 24 
0 	 14 	 45 
14 	 1 	 10 
1 	 14 	 72 
14 	 2 	 22 
2 	 14 	 27 
14 	 3 	 0 
3 	 14 	 89 
14 	 4 	 39 
4 	 14 	 4 
14 	 5 	 40 
5 	 14 	 54 
14 	 6 	 2 
6 	 14 	 70 
14 	 7 	 31 
7 	 14 	 6 
14 	 8 	 26 
8 	 14 	 60 
14 	 9 	 26 
9 	 14 	 62 
14 	 10 	 45 
10 	 14 	 64 
14 	 11 	 41 
11 	 14 	 31 
14 	 12 	 15 
12 	 14 	 11 
14 	 13 	 42 
13 	 14 	 31 
15 	 0 	 31 
0 	 15 	 1 
15 	 1 	 26 
1 	 15 	 84 
15 	 2 	 48 
2 	 15 	 73 
15 	 3 	 20 
3 	 15 	 65 
15 	 4 	 47 
4 	 15 	 15 
15 	 5 	 4 
5 	 15 	 20 
15 	 6 	 36 
6 	 15 	 52 
15 	 7 	 36 
7 	 15 	 92 
15 	 8 	 17 
8 	 15 	 46 
15 	 9 	 30 
9 	 15 	 33 
15 	 10 	 47 
10 	 15 	 12 
15 	 11 	 17 
11 	 15 	 11 
15 	 12 	 30 
12 	 15 	 92 
15 	 13 	 36 
13 	 15 	 57 
15 	 14 	 26 
14 	 15 	 11 
16 	 0 	 2 
0 	 16 	 52 
16 	 1 	 37 
1 	 16 	 45 
16 	 2 	 46 
2 	 16 	 69 
16 	 3 	 50 
3 	 16 	 23 
16 	 4 	 2 
4 	 16 	 94 
16 	 5 	 0 
5 	 16 	 0 
16 	 6 	 9 
6 	 16 	 82 
16 	 7 	 28 
7 	 16 	 34 
16 	 8 	 23 
8 	 16 	 44 
16 	 9 	 32 
9 	 16 	 69 
16 	 10 	 34 
10 	 16 	 63 
16 	 11 	 38 
11 	 16 	 66 
16 	 12 	 5 
